Date,Adj Close
2009-12-01,49.99064534749619
2009-12-02,49.98797286359719
2009-12-03,49.98430164102909
2009-12-04,49.98191429821297
2009-12-07,49.96278324562913
2009-12-08,49.955924908764615
2009-12-09,49.9623359105648
2009-12-10,49.967600347201504
2009-12-11,49.9737837824991
2009-12-14,49.965917555471016
2009-12-15,49.948207286651
2009-12-16,49.95575046736886
2009-12-17,49.91893783691052
2009-12-18,49.939667501265056
2009-12-21,49.940088270999084
2009-12-22,49.95472032868934
2009-12-23,49.95225459612406
2009-12-24,49.93921209931477
2009-12-25,49.95872030638677
2009-12-28,49.96867207027965
2009-12-29,49.96908406017694
2009-12-30,49.96101468339677
2009-12-31,49.983838707908305
2010-01-01,50.00896399439681
2010-01-04,49.99962499553049
2010-01-05,49.98907103563095
2010-01-06,49.982569760172524
2010-01-07,49.9621106012211
2010-01-08,49.95897816981876
2010-01-11,49.96245784580293
2010-01-12,49.93375320050459
2010-01-13,49.92262256554937
2010-01-14,49.93793276863666
2010-01-15,49.93973442657298
2010-01-18,49.904548110235524
2010-01-19,49.908272528272995
2010-01-20,49.92328585924401
2010-01-21,49.940295416888645
2010-01-22,49.95520648312631
2010-01-25,49.946390623967304
2010-01-26,49.9374663663451
2010-01-27,49.931550715602356
2010-01-28,49.945976367956405
2010-01-29,49.9297915376278
2010-02-01,49.91939027791307
2010-02-02,49.92682421584799
2010-02-03,49.921021997129905
2010-02-04,49.89678630357208
2010-02-05,49.90242107687621
2010-02-08,49.91976898711152
2010-02-09,49.90821242968172
2010-02-10,49.905641502410745
2010-02-11,49.90093446078326
2010-02-12,49.90177082067571
2010-02-15,49.9160269106147
2010-02-16,49.92164632909148
2010-02-17,49.91315921247685
2010-02-18,49.90330225793456
2010-02-19,49.91137343898707
2010-02-22,49.88950984616469
2010-02-23,49.87354919148975
2010-02-24,49.878985176066855
2010-02-25,49.88616370974377
2010-02-26,49.873898563455235
2010-03-01,49.871155030643756
2010-03-02,49.89420393364992
2010-03-03,49.87219731844186
2010-03-04,49.87262918168026
2010-03-05,49.85571995292445
2010-03-08,49.87551860431545
2010-03-09,49.856964779098064
2010-03-10,49.85139801255684
2010-03-11,49.84974748701466
2010-03-12,49.83928688718997
2010-03-15,49.83432806474106
2010-03-16,49.834012600594654
2010-03-17,49.84379443589056
2010-03-18,49.81693775016316
2010-03-19,49.81325899202307
2010-03-22,49.80715615493609
2010-03-23,49.801125278329415
2010-03-24,49.826893780284635
2010-03-25,49.81784057017099
2010-03-26,49.833177000683754
2010-03-29,49.84144306857839
2010-03-30,49.83422143217274
2010-03-31,49.842379299528844
2010-04-01,49.8440258259051
2010-04-02,49.85061401584641
2010-04-05,49.84155804949424
2010-04-06,49.858924001176355
2010-04-07,49.85151149865214
2010-04-08,49.84820084646354
2010-04-09,49.86796183838635
2010-04-12,49.86570690904019
2010-04-13,49.86444109507776
2010-04-14,49.873312894281185
2010-04-15,49.90032211301072
2010-04-16,49.89180342762953
2010-04-19,49.89438193247355
2010-04-20,49.900889721423916
2010-04-21,49.89600274081812
2010-04-22,49.887529187385425
2010-04-23,49.90440073571541
2010-04-26,49.89855901920359
2010-04-27,49.92156635910413
2010-04-28,49.90088584255337
2010-04-29,49.90588991007802
2010-04-30,49.9160060610517
2010-05-03,49.9235916194001
2010-05-04,49.90989667587435
2010-05-05,49.88887104359502
2010-05-06,49.876141669629334
2010-05-07,49.89329644501348
2010-05-10,49.914014584372
2010-05-11,49.90493386054361
2010-05-12,49.937512217973136
2010-05-13,49.9345061288415
2010-05-14,49.94776416222679
2010-05-17,49.94797299738446
2010-05-18,49.94480063578937
2010-05-19,49.960278521923286
2010-05-20,49.980979028798004
2010-05-21,49.99956967996507
2010-05-24,50.00004869609825
2010-05-25,50.00554243766209
2010-05-26,50.01164533967489
2010-05-27,50.045177215693016
2010-05-28,50.03244227530961
2010-05-31,50.03155982810406
2010-06-01,50.017435058415096
2010-06-02,50.01686482763641
2010-06-03,50.00996107516289
2010-06-04,50.021629257119976
2010-06-07,50.00569419449902
2010-06-08,50.035950515084444
2010-06-09,50.046584557742264
2010-06-10,50.02334520091242
2010-06-11,50.01146882149551
2010-06-14,50.00210281304499
2010-06-15,49.97711816279525
2010-06-16,49.99931920725523
2010-06-17,49.988285706818665
2010-06-18,49.980015817004556
2010-06-21,49.96250265543775
2010-06-22,49.9636846514594
2010-06-23,49.96054293476814
2010-06-24,49.96231013932271
2010-06-25,49.97175606775794
2010-06-28,49.96364010980946
2010-06-29,49.959389430308036
2010-06-30,49.94461538783826
2010-07-01,49.90603746832537
2010-07-02,49.90445397337876
2010-07-05,49.881293088569706
2010-07-06,49.89749239727187
2010-07-07,49.90094458318824
2010-07-08,49.907149345186575
2010-07-09,49.90235304991653
2010-07-12,49.8807902044597
2010-07-13,49.89746511983883
2010-07-14,49.902951924885365
2010-07-15,49.8854039796462
2010-07-16,49.90322837902874
2010-07-19,49.89207973211742
2010-07-20,49.906840140508756
2010-07-21,49.917444247952744
2010-07-22,49.91590173959515
2010-07-23,49.933101108108836
2010-07-26,49.94341802229093
2010-07-27,49.914472581072026
2010-07-28,49.92896181279726
2010-07-29,49.9653174423925
2010-07-30,49.98145617438451
2010-08-02,49.983270526243444
2010-08-03,49.984472954568
2010-08-04,49.974479949534704
2010-08-05,49.96647618091592
2010-08-06,49.96500159164031
2010-08-09,49.95578216605598
2010-08-10,49.95657803970446
2010-08-11,49.98951961710713
2010-08-12,49.974909393923305
2010-08-13,49.99441611077442
2010-08-16,49.992314154858576
2010-08-17,49.99147535276279
2010-08-18,49.989859000939695
2010-08-19,50.017104416395256
2010-08-20,50.01130104672841
2010-08-23,50.028283497852826
2010-08-24,50.048423681669234
2010-08-25,50.031116780918026
2010-08-26,50.03679918196382
2010-08-27,50.04284003319324
2010-08-30,50.04808833321402
2010-08-31,50.035947725500804
2010-09-01,50.04020486426028
2010-09-02,50.03963601207159
2010-09-03,50.02097031471473
2010-09-06,50.008929434405786
2010-09-07,49.999017208502615
2010-09-08,50.00828811439228
2010-09-09,50.036795415889664
2010-09-10,50.03604025447106
2010-09-13,50.01540768750813
2010-09-14,50.00561772361901
2010-09-15,50.005313878594094
2010-09-16,49.99574275928049
2010-09-17,50.00211292911124
2010-09-20,49.998996618434845
2010-09-21,49.98057149120086
2010-09-22,50.00170792927299
2010-09-23,50.013367344254206
2010-09-24,50.013617127582854
2010-09-27,50.01625747219063
2010-09-28,50.017221355410044
2010-09-29,50.02108557771023
2010-09-30,50.003273978054935
2010-10-01,50.025470950832215
2010-10-04,50.04251765699708
2010-10-05,50.01822163130086
2010-10-06,49.99133122727875
2010-10-07,50.010065831852216
2010-10-08,50.00584660939025
2010-10-11,50.00412374114963
2010-10-12,50.00471152111512
2010-10-13,50.014862934987995
2010-10-14,50.06196447335411
2010-10-15,50.0631523406689
2010-10-18,50.056924257620324
2010-10-19,50.05069983534609
2010-10-20,50.04959377485321
2010-10-21,50.038965148646426
2010-10-22,50.04151719787378
2010-10-25,50.04070210436173
2010-10-26,50.0322268031051
2010-10-27,50.020627583368956
2010-10-28,50.022183084661386
2010-10-29,50.01310593716308
2010-11-01,49.98169669043149
2010-11-02,49.973407729895136
2010-11-03,49.97204769305582
2010-11-04,49.95270529186259
2010-11-05,49.967281331953274
2010-11-08,49.980469302364256
2010-11-09,49.993420529418934
2010-11-10,49.99643042712986
2010-11-11,50.00970355080734
2010-11-12,50.00498809451244
2010-11-15,49.988108100241064
2010-11-16,50.00234119419142
2010-11-17,50.01936715023105
2010-11-18,49.9987689389784
2010-11-19,49.99381069497249
2010-11-22,49.99566556870604
2010-11-23,50.02197040234147
2010-11-24,50.038413853927985
2010-11-25,50.05092201659135
2010-11-26,50.040219212427765
2010-11-29,50.039925852941394
2010-11-30,50.03729327428965
2010-12-01,50.02800312075225
2010-12-02,50.01791660230651
2010-12-03,50.04799019926888
2010-12-06,50.043478665603786
2010-12-07,50.05639053169896
2010-12-08,50.06202506999741
2010-12-09,50.06298706346285
2010-12-10,50.0482689667205
2010-12-13,50.06785593477781
2010-12-14,50.065592247238
2010-12-15,50.07652637105342
2010-12-16,50.09530560095013
2010-12-17,50.08810702937562
2010-12-20,50.10363166136934
2010-12-21,50.10946412274523
2010-12-22,50.11989302315566
2010-12-23,50.13365833151236
2010-12-24,50.18803802955999
2010-12-27,50.17941806556651
2010-12-28,50.14327046190195
2010-12-29,50.163873462951834
2010-12-30,50.1614927225052
2010-12-31,50.17099541060694
2011-01-03,50.15167436256178
2011-01-04,50.19517451362827
2011-01-05,50.21539698826316
2011-01-06,50.24808438854875
2011-01-07,50.22856671969943
2011-01-10,50.20880050479656
2011-01-11,50.23681416489308
